"PID","banditTrial","choice","cue","feedback","condition","block"
22008,14,0,2,0,"NonInfo","1"
22008,15,0,2,0,"NonInfo","1"
22008,16,0,2,0,"NonInfo","2"
22008,17,0,2,0,"NonInfo","2"
22008,18,0,1,116,"NonInfo","2"
22008,19,1,2,78,"NonInfo","2"
22008,20,0,1,112,"NonInfo","2"
22008,21,1,2,72,"NonInfo","2"
22008,22,0,1,123,"NonInfo","2"
22008,23,1,2,74,"NonInfo","2"
22008,24,0,1,119,"NonInfo","2"
22008,25,1,1,0,"NonInfo","2"
22008,26,1,1,0,"NonInfo","2"
22008,27,0,2,0,"NonInfo","2"
22008,28,0,1,117,"NonInfo","2"
22008,29,1,1,0,"NonInfo","2"
22008,30,0,2,0,"NonInfo","2"
22008,31,0,1,113,"NonInfo","3"
22008,32,1,2,80,"NonInfo","3"
22008,33,0,2,0,"NonInfo","3"
22008,34,0,2,0,"NonInfo","3"
22008,35,1,2,82,"NonInfo","3"
22008,36,0,2,0,"NonInfo","3"
22008,37,0,1,122,"NonInfo","3"
22008,38,1,1,0,"NonInfo","3"
22008,39,0,1,111,"NonInfo","3"
22008,40,0,2,0,"NonInfo","3"
22008,41,0,2,0,"NonInfo","3"
22008,42,0,1,111,"NonInfo","3"
22008,43,0,1,112,"NonInfo","3"
22008,44,0,1,117,"NonInfo","3"
22008,45,0,1,121,"NonInfo","3"
22008,46,0,1,111,"NonInfo","4"
22008,47,0,1,113,"NonInfo","4"
22008,48,0,1,123,"NonInfo","4"
22008,49,1,1,0,"NonInfo","4"
22008,50,1,2,73,"NonInfo","4"
22008,51,0,2,0,"NonInfo","4"
22008,52,0,2,0,"NonInfo","4"
22008,53,0,2,0,"NonInfo","4"
22008,54,0,1,111,"NonInfo","4"
22008,55,0,1,119,"NonInfo","4"
22008,56,0,1,129,"NonInfo","4"
22008,57,0,2,0,"NonInfo","4"
22008,58,0,2,0,"NonInfo","4"
22008,59,0,2,0,"NonInfo","4"
22008,60,0,2,0,"NonInfo","4"
22986,1,1,1,0,"Informative","1"
22986,2,0,2,0,"Informative","1"
22986,3,1,2,85,"Informative","1"
22986,4,1,1,0,"Informative","1"
22986,5,1,2,86,"Informative","1"
22986,6,1,1,0,"Informative","1"
22986,7,1,2,73,"Informative","1"
22986,8,1,2,70,"Informative","1"
22986,9,1,2,83,"Informative","1"
22986,10,1,1,0,"Informative","1"
22986,11,1,1,0,"Informative","1"
22986,12,0,2,0,"Informative","1"
22986,13,1,1,0,"Informative","1"
22986,14,1,1,0,"Informative","1"
22986,15,1,2,88,"Informative","1"
22986,16,1,2,83,"Informative","2"
22986,17,1,1,0,"Informative","2"
22986,18,1,1,0,"Informative","2"
22986,19,1,1,0,"Informative","2"
22986,20,0,1,130,"Informative","2"
22986,21,0,1,121,"Informative","2"
22986,22,0,2,0,"Informative","2"
22986,23,1,2,89,"Informative","2"
22986,24,0,2,0,"Informative","2"
22986,25,0,1,125,"Informative","2"
22986,26,0,2,0,"Informative","2"
22986,27,0,2,0,"Informative","2"
22986,28,0,2,0,"Informative","2"
22986,29,1,1,0,"Informative","2"
22986,30,0,1,113,"Informative","2"
22986,31,0,2,0,"Informative","3"
22986,32,0,1,110,"Informative","3"
22986,33,0,1,126,"Informative","3"
22986,34,0,2,0,"Informative","3"
22986,35,0,2,0,"Informative","3"
22986,36,0,2,0,"Informative","3"
22986,37,1,2,72,"Informative","3"
22986,38,0,2,0,"Informative","3"
22986,39,0,2,0,"Informative","3"
22986,40,1,1,0,"Informative","3"
22986,41,0,1,127,"Informative","3"
22986,42,0,1,119,"Informative","3"
22986,43,0,2,0,"Informative","3"
22986,44,0,1,130,"Informative","3"
22986,45,0,2,0,"Informative","3"
22986,46,0,1,120,"Informative","4"
22986,47,0,1,111,"Informative","4"
22986,48,0,1,128,"Informative","4"
22986,49,0,2,0,"Informative","4"
22986,50,0,2,0,"Informative","4"
22986,51,0,2,0,"Informative","4"
22986,52,0,1,119,"Informative","4"
22986,53,0,1,123,"Informative","4"
22986,54,0,1,110,"Informative","4"
22986,55,0,1,113,"Informative","4"
22986,56,0,2,0,"Informative","4"
22986,57,0,1,130,"Informative","4"
22986,58,0,2,0,"Informative","4"
22986,59,0,1,113,"Informative","4"
22986,60,0,2,0,"Informative","4"
24872,1,0,2,0,"Informative","1"
24872,2,1,1,0,"Informative","1"
24872,3,0,2,0,"Informative","1"
24872,4,1,1,0,"Informative","1"
24872,5,1,2,78,"Informative","1"
24872,6,1,2,71,"Informative","1"
24872,7,1,1,0,"Informative","1"
24872,8,1,2,83,"Informative","1"
24872,9,1,1,0,"Informative","1"
24872,10,1,1,0,"Informative","1"
24872,11,0,1,111,"Informative","1"
24872,12,1,1,0,"Informative","1"
24872,13,1,2,74,"Informative","1"
24872,14,1,2,77,"Informative","1"
24872,15,1,2,79,"Informative","1"
24872,16,1,1,0,"Informative","2"
24872,17,1,1,0,"Informative","2"
24872,18,1,1,0,"Informative","2"
24872,19,1,2,87,"Informative","2"
24872,20,1,1,0,"Informative","2"
24872,21,1,2,79,"Informative","2"
24872,22,1,2,75,"Informative","2"
24872,23,1,1,0,"Informative","2"
24872,24,1,1,0,"Informative","2"
24872,25,1,2,90,"Informative","2"
24872,26,1,2,86,"Informative","2"
24872,27,1,1,0,"Informative","2"
24872,28,1,2,72,"Informative","2"
24872,29,1,2,70,"Informative","2"
24872,30,1,1,0,"Informative","2"
24872,31,1,2,81,"Informative","3"
24872,32,1,1,0,"Informative","3"
24872,33,1,2,81,"Informative","3"
24872,34,1,2,87,"Informative","3"
24872,35,1,2,84,"Informative","3"
24872,36,0,2,0,"Informative","3"
24872,37,1,2,86,"Informative","3"
24872,38,1,1,0,"Informative","3"
24872,39,1,1,0,"Informative","3"
24872,40,1,2,83,"Informative","3"
24872,41,1,2,83,"Informative","3"
24872,42,1,1,0,"Informative","3"
24872,43,1,2,73,"Informative","3"
24872,44,1,1,0,"Informative","3"
24872,45,1,1,0,"Informative","3"
24872,46,1,2,84,"Informative","4"
24872,47,1,1,0,"Informative","4"
24872,48,1,2,90,"Informative","4"
24872,49,1,1,0,"Informative","4"
24872,50,1,2,78,"Informative","4"
24872,51,1,1,0,"Informative","4"
24872,52,1,2,83,"Informative","4"
24872,53,1,1,0,"Informative","4"
24872,54,1,1,0,"Informative","4"
24872,55,1,1,0,"Informative","4"
24872,56,1,2,86,"Informative","4"
24872,57,1,2,85,"Informative","4"
24872,58,1,1,0,"Informative","4"
24872,59,1,1,0,"Informative","4"
24872,60,1,2,83,"Informative","4"
25260,1,1,1,0,"Informative","1"
25260,2,1,1,0,"Informative","1"
25260,3,0,2,0,"Informative","1"
25260,4,1,1,0,"Informative","1"
25260,5,1,2,89,"Informative","1"
25260,6,1,2,77,"Informative","1"
25260,7,1,1,0,"Informative","1"
25260,8,1,2,76,"Informative","1"
25260,9,1,2,85,"Informative","1"
25260,10,1,2,72,"Informative","1"
25260,11,1,2,81,"Informative","1"
25260,12,1,2,84,"Informative","1"
25260,13,1,2,87,"Informative","1"
25260,14,1,1,0,"Informative","1"
25260,15,1,1,0,"Informative","1"
25260,16,1,1,0,"Informative","2"
25260,17,1,2,77,"Informative","2"
25260,18,1,1,0,"Informative","2"
25260,19,1,1,0,"Informative","2"
25260,20,0,2,0,"Informative","2"
25260,21,1,2,76,"Informative","2"
25260,22,1,1,0,"Informative","2"
25260,23,1,2,83,"Informative","2"
25260,24,1,2,71,"Informative","2"
25260,25,1,2,79,"Informative","2"
25260,26,1,2,81,"Informative","2"
25260,27,1,2,83,"Informative","2"
25260,28,1,1,0,"Informative","2"
25260,29,1,1,0,"Informative","2"
25260,30,1,2,78,"Informative","2"
25260,31,1,2,88,"Informative","3"
25260,32,1,2,86,"Informative","3"
25260,33,1,1,0,"Informative","3"
25260,34,1,1,0,"Informative","3"
25260,35,1,1,0,"Informative","3"
25260,36,1,1,0,"Informative","3"
25260,37,1,1,0,"Informative","3"
25260,38,1,1,0,"Informative","3"
25260,39,1,1,0,"Informative","3"
25260,40,0,2,0,"Informative","3"
25260,41,1,1,0,"Informative","3"
25260,42,1,2,75,"Informative","3"
25260,43,1,2,73,"Informative","3"
25260,44,1,2,89,"Informative","3"
25260,45,1,2,90,"Informative","3"
25260,46,1,1,0,"Informative","4"
25260,47,1,2,77,"Informative","4"
25260,48,1,2,79,"Informative","4"
25260,49,1,2,70,"Informative","4"
25260,50,1,2,83,"Informative","4"
25260,51,1,2,77,"Informative","4"
25260,52,1,2,76,"Informative","4"
25260,53,1,2,83,"Informative","4"
25260,54,1,2,83,"Informative","4"
25260,55,1,2,84,"Informative","4"
25260,56,1,2,71,"Informative","4"
25260,57,1,1,0,"Informative","4"
25260,58,1,2,81,"Informative","4"
25260,59,1,1,0,"Informative","4"
25260,60,1,1,0,"Informative","4"
26791,1,1,2,86,"Informative","1"
26791,2,1,1,0,"Informative","1"
26791,3,0,1,128,"Informative","1"
26791,4,1,1,0,"Informative","1"
26791,5,0,2,0,"Informative","1"
26791,6,1,1,0,"Informative","1"
26791,7,0,2,0,"Informative","1"
26791,8,0,1,121,"Informative","1"
26791,9,1,1,0,"Informative","1"
26791,10,1,1,0,"Informative","1"
26791,11,1,1,0,"Informative","1"
26791,12,0,2,0,"Informative","1"
26791,13,0,1,123,"Informative","1"
26791,14,1,1,0,"Informative","1"
26791,15,0,2,0,"Informative","1"
26791,16,1,2,74,"Informative","2"
26791,17,0,2,0,"Informative","2"
26791,18,1,1,0,"Informative","2"
26791,19,0,1,128,"Informative","2"
26791,20,0,1,116,"Informative","2"
26791,21,0,1,113,"Informative","2"
26791,22,0,1,127,"Informative","2"
26791,23,0,1,114,"Informative","2"
26791,24,0,2,0,"Informative","2"
26791,25,0,1,121,"Informative","2"
26791,26,0,2,0,"Informative","2"
26791,27,0,2,0,"Informative","2"
26791,28,0,2,0,"Informative","2"
26791,29,0,1,126,"Informative","2"
26791,30,0,1,130,"Informative","2"
26791,31,0,2,0,"Informative","3"
26791,32,0,2,0,"Informative","3"
26791,33,0,2,0,"Informative","3"
26791,34,0,1,130,"Informative","3"
26791,35,0,1,111,"Informative","3"
26791,36,0,2,0,"Informative","3"
26791,37,0,2,0,"Informative","3"
26791,38,0,2,0,"Informative","3"
26791,39,0,1,121,"Informative","3"
26791,40,0,2,0,"Informative","3"
26791,41,0,2,0,"Informative","3"
26791,42,0,2,0,"Informative","3"
26791,43,0,2,0,"Informative","3"
26791,44,0,2,0,"Informative","3"
26791,45,0,2,0,"Informative","3"
26791,46,0,2,0,"Informative","4"
26791,47,0,1,119,"Informative","4"
26791,48,0,2,0,"Informative","4"
26791,49,0,1,125,"Informative","4"
26791,50,0,1,121,"Informative","4"
26791,51,0,1,129,"Informative","4"
26791,52,0,2,0,"Informative","4"
26791,53,0,2,0,"Informative","4"
26791,54,0,1,128,"Informative","4"
26791,55,0,2,0,"Informative","4"
26791,56,0,2,0,"Informative","4"
26791,57,0,2,0,"Informative","4"
26791,58,0,2,0,"Informative","4"
26791,59,0,2,0,"Informative","4"
26791,60,0,2,0,"Informative","4"
27656,1,1,2,90,"NonInfo","1"
27656,2,1,1,0,"NonInfo","1"
27656,3,1,2,87,"NonInfo","1"
27656,4,0,1,112,"NonInfo","1"
27656,5,0,2,0,"NonInfo","1"
27656,6,1,2,78,"NonInfo","1"
27656,7,1,1,0,"NonInfo","1"
27656,8,1,2,70,"NonInfo","1"
27656,9,0,1,113,"NonInfo","1"
27656,10,0,1,110,"NonInfo","1"
27656,11,1,1,0,"NonInfo","1"
27656,12,0,1,115,"NonInfo","1"
27656,13,1,2,81,"NonInfo","1"
27656,14,0,1,112,"NonInfo","1"
27656,15,1,2,87,"NonInfo","1"
27656,16,1,2,81,"NonInfo","2"
27656,17,1,1,0,"NonInfo","2"
27656,18,1,1,0,"NonInfo","2"
27656,19,0,2,0,"NonInfo","2"
27656,20,0,1,123,"NonInfo","2"
27656,21,1,2,77,"NonInfo","2"
27656,22,0,2,0,"NonInfo","2"
27656,23,1,2,74,"NonInfo","2"
27656,24,1,2,87,"NonInfo","2"
27656,25,0,2,0,"NonInfo","2"
27656,26,1,2,80,"NonInfo","2"
27656,27,0,1,126,"NonInfo","2"
27656,28,1,2,80,"NonInfo","2"
27656,29,1,2,79,"NonInfo","2"
27656,30,1,2,70,"NonInfo","2"
27656,31,1,1,0,"NonInfo","3"
27656,32,1,2,73,"NonInfo","3"
27656,33,0,2,0,"NonInfo","3"
27656,34,1,1,0,"NonInfo","3"
27656,35,0,2,0,"NonInfo","3"
27656,36,1,1,0,"NonInfo","3"
27656,37,1,1,0,"NonInfo","3"
27656,38,0,1,113,"NonInfo","3"
27656,39,0,1,114,"NonInfo","3"
27656,40,1,1,0,"NonInfo","3"
27656,41,1,1,0,"NonInfo","3"
27656,42,0,1,124,"NonInfo","3"
27656,43,1,2,81,"NonInfo","3"
27656,44,1,2,89,"NonInfo","3"
27656,45,0,1,127,"NonInfo","3"
27656,46,0,2,0,"NonInfo","4"
27656,47,0,1,111,"NonInfo","4"
27656,48,0,2,0,"NonInfo","4"
27656,49,1,1,0,"NonInfo","4"
27656,50,1,2,70,"NonInfo","4"
27656,51,0,1,119,"NonInfo","4"
27656,52,0,1,114,"NonInfo","4"
27656,53,0,2,0,"NonInfo","4"
27656,54,0,1,129,"NonInfo","4"
27656,55,1,1,0,"NonInfo","4"
27656,56,1,1,0,"NonInfo","4"
27656,57,1,2,86,"NonInfo","4"
27656,58,1,2,70,"NonInfo","4"
27656,59,1,1,0,"NonInfo","4"
27656,60,1,2,82,"NonInfo","4"
28123,1,0,2,0,"NonInfo","1"
28123,2,1,1,0,"NonInfo","1"
28123,3,1,2,81,"NonInfo","1"
28123,4,1,2,82,"NonInfo","1"
28123,5,1,2,77,"NonInfo","1"
28123,6,1,2,77,"NonInfo","1"
28123,7,1,1,0,"NonInfo","1"
28123,8,1,1,0,"NonInfo","1"
28123,9,1,1,0,"NonInfo","1"
28123,10,1,2,89,"NonInfo","1"
28123,11,1,1,0,"NonInfo","1"
28123,12,1,1,0,"NonInfo","1"
28123,13,1,1,0,"NonInfo","1"
28123,14,1,1,0,"NonInfo","1"
28123,15,1,2,73,"NonInfo","1"
28123,16,1,1,0,"NonInfo","2"
28123,17,1,2,85,"NonInfo","2"
28123,18,1,1,0,"NonInfo","2"
28123,19,1,2,73,"NonInfo","2"
28123,20,1,2,83,"NonInfo","2"
28123,21,1,1,0,"NonInfo","2"
28123,22,1,2,85,"NonInfo","2"
28123,23,1,1,0,"NonInfo","2"
28123,24,1,1,0,"NonInfo","2"
28123,25,1,1,0,"NonInfo","2"
28123,26,1,2,82,"NonInfo","2"
28123,27,1,1,0,"NonInfo","2"
28123,28,1,2,80,"NonInfo","2"
28123,29,1,2,90,"NonInfo","2"
28123,30,1,1,0,"NonInfo","2"
28123,31,1,2,82,"NonInfo","3"
28123,32,1,1,0,"NonInfo","3"
28123,33,1,2,81,"NonInfo","3"
28123,34,1,1,0,"NonInfo","3"
28123,35,1,1,0,"NonInfo","3"
28123,36,1,1,0,"NonInfo","3"
28123,37,1,1,0,"NonInfo","3"
28123,38,1,2,86,"NonInfo","3"
28123,39,1,2,78,"NonInfo","3"
28123,40,1,2,90,"NonInfo","3"
28123,41,1,2,73,"NonInfo","3"
28123,42,1,2,87,"NonInfo","3"
28123,43,1,1,0,"NonInfo","3"
28123,44,1,2,90,"NonInfo","3"
28123,45,1,1,0,"NonInfo","3"
28123,46,1,1,0,"NonInfo","4"
28123,47,1,1,0,"NonInfo","4"
28123,48,1,2,75,"NonInfo","4"
28123,49,1,1,0,"NonInfo","4"
28123,50,1,1,0,"NonInfo","4"
28123,51,1,1,0,"NonInfo","4"
28123,52,1,1,0,"NonInfo","4"
28123,53,1,1,0,"NonInfo","4"
28123,54,1,2,80,"NonInfo","4"
28123,55,1,1,0,"NonInfo","4"
28123,56,1,1,0,"NonInfo","4"
28123,57,1,1,0,"NonInfo","4"
28123,58,1,1,0,"NonInfo","4"
28123,59,1,1,0,"NonInfo","4"
28123,60,1,2,76,"NonInfo","4"
35402,1,1,2,86,"NonInfo","1"
35402,2,1,2,87,"NonInfo","1"
35402,3,0,2,0,"NonInfo","1"
35402,4,1,2,88,"NonInfo","1"
35402,5,1,2,74,"NonInfo","1"
35402,6,1,2,79,"NonInfo","1"
35402,7,1,2,84,"NonInfo","1"
35402,8,1,1,0,"NonInfo","1"
35402,9,0,2,0,"NonInfo","1"
35402,10,1,1,0,"NonInfo","1"
35402,11,1,1,0,"NonInfo","1"
35402,12,0,1,130,"NonInfo","1"
35402,13,0,2,0,"NonInfo","1"
35402,14,1,1,0,"NonInfo","1"
35402,15,1,2,82,"NonInfo","1"
35402,16,1,2,89,"NonInfo","2"
35402,17,0,2,0,"NonInfo","2"
35402,18,1,2,82,"NonInfo","2"
35402,19,1,1,0,"NonInfo","2"
35402,20,0,1,119,"NonInfo","2"
35402,21,0,2,0,"NonInfo","2"
35402,22,1,2,82,"NonInfo","2"
35402,23,1,2,71,"NonInfo","2"
35402,24,1,1,0,"NonInfo","2"
35402,25,1,1,0,"NonInfo","2"
35402,26,1,1,0,"NonInfo","2"
35402,27,0,1,124,"NonInfo","2"
35402,28,0,2,0,"NonInfo","2"
35402,29,1,1,0,"NonInfo","2"
35402,30,1,1,0,"NonInfo","2"
35402,31,0,1,115,"NonInfo","3"
35402,32,1,2,89,"NonInfo","3"
35402,33,0,1,110,"NonInfo","3"
35402,34,1,2,89,"NonInfo","3"
35402,35,1,2,81,"NonInfo","3"
35402,36,1,2,80,"NonInfo","3"
35402,37,0,2,0,"NonInfo","3"
35402,38,1,2,86,"NonInfo","3"
35402,39,1,1,0,"NonInfo","3"
35402,40,0,1,118,"NonInfo","3"
35402,41,1,1,0,"NonInfo","3"
35402,42,1,2,89,"NonInfo","3"
35402,43,0,1,128,"NonInfo","3"
35402,44,0,1,115,"NonInfo","3"
35402,45,1,2,71,"NonInfo","3"
35402,46,0,1,114,"NonInfo","4"
35402,47,0,1,117,"NonInfo","4"
35402,48,1,1,0,"NonInfo","4"
35402,49,1,2,82,"NonInfo","4"
35402,50,0,2,0,"NonInfo","4"
35402,51,1,2,88,"NonInfo","4"
35402,52,0,1,120,"NonInfo","4"
35402,53,0,2,0,"NonInfo","4"
35402,54,1,1,0,"NonInfo","4"
35402,55,0,1,119,"NonInfo","4"
35402,56,0,1,112,"NonInfo","4"
35402,57,0,2,0,"NonInfo","4"
35402,58,1,1,0,"NonInfo","4"
35402,59,1,1,0,"NonInfo","4"
35402,60,1,2,73,"NonInfo","4"
35915,1,1,1,0,"Informative","1"
35915,2,0,1,117,"Informative","1"
35915,3,0,2,0,"Informative","1"
35915,4,0,2,0,"Informative","1"
35915,5,0,1,118,"Informative","1"
35915,6,1,2,75,"Informative","1"
35915,7,0,2,0,"Informative","1"
35915,8,0,2,0,"Informative","1"
35915,9,1,1,0,"Informative","1"
35915,10,0,1,119,"Informative","1"
35915,11,1,2,83,"Informative","1"
35915,12,1,2,86,"Informative","1"
35915,13,0,1,127,"Informative","1"
35915,14,0,1,125,"Informative","1"
35915,15,0,1,125,"Informative","1"
35915,16,0,1,121,"Informative","2"
35915,17,0,2,0,"Informative","2"
35915,18,1,2,84,"Informative","2"
35915,19,1,1,0,"Informative","2"
35915,20,0,2,0,"Informative","2"
35915,21,0,2,0,"Informative","2"
35915,22,0,2,0,"Informative","2"
35915,23,0,1,126,"Informative","2"
35915,24,0,2,0,"Informative","2"
35915,25,0,1,120,"Informative","2"
35915,26,1,2,77,"Informative","2"
35915,27,1,2,73,"Informative","2"
35915,28,0,1,127,"Informative","2"
35915,29,0,1,115,"Informative","2"
35915,30,1,1,0,"Informative","2"
35915,31,0,2,0,"Informative","3"
35915,32,1,2,89,"Informative","3"
35915,33,0,2,0,"Informative","3"
35915,34,0,1,130,"Informative","3"
35915,35,0,2,0,"Informative","3"
35915,36,1,1,0,"Informative","3"
35915,37,0,1,113,"Informative","3"
35915,38,0,1,113,"Informative","3"
35915,39,0,2,0,"Informative","3"
35915,40,1,2,79,"Informative","3"
35915,41,0,2,0,"Informative","3"
35915,42,0,1,122,"Informative","3"
35915,43,0,1,122,"Informative","3"
35915,44,1,2,87,"Informative","3"
35915,45,1,1,0,"Informative","3"
35915,46,0,2,0,"Informative","4"
35915,47,1,1,0,"Informative","4"
35915,48,0,1,115,"Informative","4"
35915,49,0,1,110,"Informative","4"
35915,50,0,2,0,"Informative","4"
35915,51,0,2,0,"Informative","4"
35915,52,1,1,0,"Informative","4"
35915,53,0,2,0,"Informative","4"
35915,54,0,1,114,"Informative","4"
35915,55,0,2,0,"Informative","4"
35915,56,0,2,0,"Informative","4"
35915,57,0,2,0,"Informative","4"
35915,58,1,2,87,"Informative","4"
35915,59,0,1,128,"Informative","4"
35915,60,0,1,118,"Informative","4"
36057,1,1,1,0,"NonInfo","1"
36057,2,0,2,0,"NonInfo","1"
36057,3,0,2,0,"NonInfo","1"
36057,4,1,1,0,"NonInfo","1"
36057,5,1,2,77,"NonInfo","1"
36057,6,0,1,118,"NonInfo","1"
36057,7,1,2,76,"NonInfo","1"
36057,8,1,1,0,"NonInfo","1"
36057,9,0,1,114,"NonInfo","1"
36057,10,1,2,89,"NonInfo","1"
36057,11,0,1,113,"NonInfo","1"
36057,12,0,1,124,"NonInfo","1"
36057,13,1,1,0,"NonInfo","1"
36057,14,1,2,79,"NonInfo","1"
36057,15,0,2,0,"NonInfo","1"
36057,16,0,1,122,"NonInfo","2"
36057,17,0,2,0,"NonInfo","2"
36057,18,0,2,0,"NonInfo","2"
36057,19,0,2,0,"NonInfo","2"
36057,20,0,1,113,"NonInfo","2"
36057,21,0,2,0,"NonInfo","2"
36057,22,0,2,0,"NonInfo","2"
36057,23,0,1,113,"NonInfo","2"
36057,24,0,2,0,"NonInfo","2"
36057,25,1,1,0,"NonInfo","2"
36057,26,0,2,0,"NonInfo","2"
36057,27,0,2,0,"NonInfo","2"
36057,28,1,2,78,"NonInfo","2"
36057,29,0,1,125,"NonInfo","2"
36057,30,1,2,84,"NonInfo","2"
36057,31,1,1,0,"NonInfo","3"
36057,32,1,1,0,"NonInfo","3"
36057,33,0,2,0,"NonInfo","3"
36057,34,1,2,79,"NonInfo","3"
36057,35,0,1,120,"NonInfo","3"
36057,36,0,1,113,"NonInfo","3"
36057,37,1,2,71,"NonInfo","3"
36057,38,0,2,0,"NonInfo","3"
36057,39,0,2,0,"NonInfo","3"
36057,40,1,1,0,"NonInfo","3"
36057,41,0,2,0,"NonInfo","3"
36057,42,1,2,78,"NonInfo","3"
36057,43,0,1,129,"NonInfo","3"
36057,44,0,1,128,"NonInfo","3"
36057,45,1,2,88,"NonInfo","3"
36057,46,1,2,70,"NonInfo","4"
36057,47,0,1,124,"NonInfo","4"
36057,48,0,2,0,"NonInfo","4"
36057,49,1,1,0,"NonInfo","4"
36057,50,1,2,84,"NonInfo","4"
36057,51,0,2,0,"NonInfo","4"
36057,52,1,2,75,"NonInfo","4"
36057,53,0,1,124,"NonInfo","4"
36057,54,0,1,110,"NonInfo","4"
36057,55,1,1,0,"NonInfo","4"
36057,56,0,1,116,"NonInfo","4"
36057,57,0,1,122,"NonInfo","4"
36057,58,0,1,116,"NonInfo","4"
36057,59,0,2,0,"NonInfo","4"
36057,60,1,1,0,"NonInfo","4"
38029,1,0,1,125,"NonInfo","1"
38029,2,0,2,0,"NonInfo","1"
38029,3,1,2,74,"NonInfo","1"
38029,4,1,2,80,"NonInfo","1"
38029,5,0,1,112,"NonInfo","1"
38029,6,0,1,118,"NonInfo","1"
38029,7,0,2,0,"NonInfo","1"
38029,8,1,2,72,"NonInfo","1"
38029,9,1,2,73,"NonInfo","1"
38029,10,0,2,0,"NonInfo","1"
38029,11,0,1,129,"NonInfo","1"
38029,12,0,1,111,"NonInfo","1"
38029,13,1,2,74,"NonInfo","1"
38029,14,1,2,84,"NonInfo","1"
38029,15,1,2,71,"NonInfo","1"
38029,16,1,2,87,"NonInfo","2"
38029,17,0,1,129,"NonInfo","2"
38029,18,0,1,127,"NonInfo","2"
38029,19,1,2,80,"NonInfo","2"
38029,20,1,2,87,"NonInfo","2"
38029,21,0,1,115,"NonInfo","2"
38029,22,1,2,80,"NonInfo","2"
38029,23,0,1,110,"NonInfo","2"
38029,24,0,1,120,"NonInfo","2"
38029,25,1,1,0,"NonInfo","2"
38029,26,1,2,81,"NonInfo","2"
38029,27,0,2,0,"NonInfo","2"
38029,28,0,2,0,"NonInfo","2"
38029,29,1,1,0,"NonInfo","2"
38029,30,0,1,126,"NonInfo","2"
38029,31,0,1,114,"NonInfo","3"
38029,32,0,1,118,"NonInfo","3"
38029,33,1,1,0,"NonInfo","3"
38029,34,0,2,0,"NonInfo","3"
38029,35,0,2,0,"NonInfo","3"
38029,36,0,2,0,"NonInfo","3"
38029,37,1,2,80,"NonInfo","3"
38029,38,0,2,0,"NonInfo","3"
38029,39,0,1,118,"NonInfo","3"
38029,40,0,1,130,"NonInfo","3"
38029,41,0,1,115,"NonInfo","3"
38029,42,0,1,116,"NonInfo","3"
38029,43,0,2,0,"NonInfo","3"
38029,44,1,1,0,"NonInfo","3"
38029,45,0,1,129,"NonInfo","3"
38029,46,0,1,110,"NonInfo","4"
38029,47,1,2,90,"NonInfo","4"
38029,48,1,2,81,"NonInfo","4"
38029,49,0,1,116,"NonInfo","4"
38029,50,0,1,124,"NonInfo","4"
38029,51,0,2,0,"NonInfo","4"
38029,52,1,1,0,"NonInfo","4"
38029,53,0,2,0,"NonInfo","4"
38029,54,0,1,120,"NonInfo","4"
38029,55,0,2,0,"NonInfo","4"
38029,56,1,1,0,"NonInfo","4"
38029,57,0,1,125,"NonInfo","4"
38029,58,0,1,117,"NonInfo","4"
38029,59,0,2,0,"NonInfo","4"
38029,60,1,1,0,"NonInfo","4"
38876,1,1,2,73,"NonInfo","1"
38876,2,1,2,74,"NonInfo","1"
38876,3,1,2,74,"NonInfo","1"
38876,4,1,2,81,"NonInfo","1"
38876,5,1,2,80,"NonInfo","1"
38876,6,1,2,82,"NonInfo","1"
38876,7,1,2,74,"NonInfo","1"
38876,8,1,1,0,"NonInfo","1"
38876,9,1,1,0,"NonInfo","1"
38876,10,0,2,0,"NonInfo","1"
38876,11,1,1,0,"NonInfo","1"
38876,12,1,2,78,"NonInfo","1"
38876,13,1,2,72,"NonInfo","1"
38876,14,1,1,0,"NonInfo","1"
38876,15,0,1,117,"NonInfo","1"
38876,16,1,1,0,"NonInfo","2"
38876,17,0,1,113,"NonInfo","2"
38876,18,0,2,0,"NonInfo","2"
38876,19,0,2,0,"NonInfo","2"
38876,20,0,1,120,"NonInfo","2"
38876,21,0,1,116,"NonInfo","2"
38876,22,0,2,0,"NonInfo","2"
38876,23,0,1,125,"NonInfo","2"
38876,24,0,1,110,"NonInfo","2"
38876,25,0,2,0,"NonInfo","2"
38876,26,0,2,0,"NonInfo","2"
38876,27,0,2,0,"NonInfo","2"
38876,28,1,2,80,"NonInfo","2"
38876,29,0,1,128,"NonInfo","2"
38876,30,0,2,0,"NonInfo","2"
38876,31,0,1,114,"NonInfo","3"
38876,32,0,1,117,"NonInfo","3"
38876,33,0,2,0,"NonInfo","3"
38876,34,1,2,71,"NonInfo","3"
38876,35,0,2,0,"NonInfo","3"
38876,36,0,2,0,"NonInfo","3"
38876,37,1,2,70,"NonInfo","3"
38876,38,0,1,125,"NonInfo","3"
38876,39,0,1,115,"NonInfo","3"
38876,40,0,2,0,"NonInfo","3"
38876,41,0,2,0,"NonInfo","3"
38876,42,1,2,81,"NonInfo","3"
38876,43,0,2,0,"NonInfo","3"
38876,44,1,2,90,"NonInfo","3"
38876,45,0,1,123,"NonInfo","3"
38876,46,0,2,0,"NonInfo","4"
38876,47,1,1,0,"NonInfo","4"
